ID,Tipo de actividad,Ciclo,NXLSX,DXLSX
BA305,Lectoescritura,240529_04,240529_04_BA305_GA.XLSX,240529_04_BA5D_JIN.XLSX
BA306,Lectoescritura,240529_04,240529_04_BA306_JF.XLSX,240529_04_BA5D_JIN.XLSX
BA314,Juego libre,240529_05,240529_05_BA314_JF.XLSX,240529_05_BA5D_JIN.XLSX
BA318,Juego libre,240529_05,240529_05_BA318_GA.XLSX,240529_05_BA5D_JIN.XLSX
BA303,Lectoescritura,240529_06,240529_06_BA303_GA.XLSX,240529_06_BA5D_JIN.XLSX
BA302,Dibujo/pintura,240529_07,240529_07_BA302_GA.XLSX,240529_07_BA5D_JIN.XLSX
BA309,Dibujo/pintura,240529_07,240529_07_BA309_JF.XLSX,240529_07_BA5D_JIN.XLSX
BC104,Exposición docente,240530_01,240530_01_BC104_AB.XLSX,240530_01_BC2D_JIN.XLSX
BC108,Exposición docente,240530_01,240530_01_BC108_GA.XLSX,240530_01_BC2D_JIN.XLSX
BC101,Dibujo/pintura,240530_02,240530_02_BC101_GA.XLSX,240530_02_BC2D_JIN.XLSX
BC113,Dibujo/pintura,240530_02,240530_02_BC113_AB.XLSX,240530_02_BC2D_JIN.XLSX
BC104,Dibujo/pintura,240530_03,240530_03_BC104_GA.XLSX,240530_03_BC2D_JIN.XLSX
BC107,Juego libre,240530_04,240530_04_BC107_GA.XLSX,240530_04_BC2D_JIN.XLSX
BC113,Juego libre,240530_04,240530_04_BC113_AB.XLSX,240530_04_BC2D_JIN.XLSX
BC108,Juego libre,240530_05,240530_05_BC108_GA.XLSX,240530_05_BC2D_JIN.XLSX
BC107,Exposición docente,240530_06,240530_06_BC107_AB.XLSX,240530_06_BC2D_JIN.XLSX
BC113,Exposición docente,240530_06,240530_06_BC113_GA.XLSX,240530_06_BC2D_JIN.XLSX
BB211,Exposición docente,240531_01,240531_01_BB211_SZ.XLSX,240531_01_BB5D_JIN.XLSX
BB222,Exposición docente,240531_01,240531_01_BB222_SC.XLSX,240531_01_BB5D_JIN.XLSX
BB204,Exposición docente,240531_02,240531_02_BB204_SC.XLSX,240531_02_BB5D_JIN.XLSX
BB207,Exposición docente,240531_02,240531_02_BB207_SZ.XLSX,240531_02_BB5D_JIN.XLSX
BB214,Dibujo/pintura,240531_03,240531_03_BB214_SC.XLSX,240531_03_BB5D_JIN.XLSX
BB216,Dibujo/pintura,240531_03,240531_03_BB216_SZ.XLSX,240531_03_BB5D_JIN.XLSX
BB217,Dibujo/pintura,240531_04,240531_04_BB217_SC.XLSX,240531_04_BB5D_JIN.XLSX
BB220,Dibujo/pintura,240531_04,240531_04_BB220_SZ.XLSX,240531_04_BB5D_JIN.XLSX
BB221,Juego libre,240531_05,240531_05_BB221_SC.XLSX,240531_05_BB5D_JIN.XLSX
BB204,Juego libre,240531_06,240531_06_BB204_SZ.XLSX,240531_06_BB5D_JIN.XLSX
BB222,Juego libre,240531_06,240531_06_BB222_SC.XLSX,240531_06_BB5D_JIN.XLSX
BB208,Juego libre,240531_07,240531_07_BB208_SZ.XLSX,240531_07_BB5D_JIN.XLSX
BB211,Juego libre,240531_07,240531_07_BB211_SC.XLSX,240531_07_BB5D_JIN.XLSX
AA403,Exposición docente,240603_01,240603_01_AA403_LM.XLSX,240603_01_AA4D_JIN.XLSX
AA404,Exposición docente,240603_01,240603_01_AA404_AB.XLSX,240603_01_AA4D_JIN.XLSX
AA401,Lectoescritura,240603_02,240603_02_AA401_LM.XLSX,240603_02_AA4D_JIN.XLSX
AA402,Lectoescritura,240603_02,240603_02_AA402_AB.XLSX,240603_02_AA4D_JIN.XLSX
AA405,Lectoescritura,240603_03,240603_03_AA405_LM.XLSX,240603_03_AA4D_JIN.XLSX
AA411,Lectoescritura,240603_03,240603_03_AA411_AB.XLSX,240603_03_AA4D_JIN.XLSX
AA404,Exposición docente,240603_04,240603_04_AA404_LM.XLSX,240603_04_AA4D_JIN.XLSX
AA406,Exposición docente,240603_05,240603_05_AA406_AB.XLSX,240603_05_AA4D_JIN.XLSX
AA409,Exposición docente,240603_05,240603_05_AA409_LM.XLSX,240603_05_AA4D_JIN.XLSX
AA411,Dibujo/pintura,240603_06,240603_06_AA411_LM.XLSX,240603_06_AA4D_JIN.XLSX
AB305,Exposición docente,240604_01,240604_01_AB305_KL.XLSX,240604_01_AB3D_JIN.XLSX
AB315,Exposición docente,240604_01,240604_01_AB315_LM.XLSX,240604_01_AB3D_JIN.XLSX
AB401,Exposición docente,240604_02,240604_02_AB401_LM.XLSX,240604_02_AB4D_JIN.XLSX
AB404,Exposición docente,240604_02,240604_02_AB404_KL.XLSX,240604_02_AB4D_JIN.XLSX
AB405,Exposición docente,240604_03,240604_03_AB405_KL.XLSX,240604_03_AB4D_JIN.XLSX
AB410,Exposición docente,240604_03,240604_03_AB410_LM.XLSX,240604_03_AB4D_JIN.XLSX
AB403,Exposición docente,240604_04,240604_04_AB403_KL.XLSX,240604_04_AB4D_JIN.XLSX
AB408,Exposición docente,240604_05,240604_05_AB408_KL.XLSX,240604_05_AB4D_JIN.XLSX
AB302,Exposición docente,240604_06,240604_06_AB302_LM.XLSX,240604_06_AB3D_JIN.XLSX
AB304,Exposición docente,240604_06,240604_06_AB304_KL.XLSX,240604_06_AB3D_JIN.XLSX
AB307,Exposición docente,240604_07,240604_07_AB307_LM.XLSX,240604_07_AB3D_JIN.XLSX
AB309,Exposición docente,240604_07,240604_07_AB309_KL.XLSX,240604_07_AB3D_JIN.XLSX
AB310,Dibujo/pintura,240604_08,240604_08_AB310_LM.XLSX,240604_08_AB3D_JIN.XLSX
AB312,Dibujo/pintura,240604_08,240604_08_AB312_KL.XLSX,240604_08_AB3D_JIN.XLSX
AB306,Dibujo/pintura,240604_09,240604_09_AB306_LM.XLSX,240604_09_AB3D_JIN.XLSX
AB314,Dibujo/pintura,240604_09,240604_09_AB314_KL.XLSX,240604_09_AB3D_JIN.XLSX
BA305,Exposición docente,240605_01,240605_01_BA305_JF.XLSX,240605_01_BA5D_JIN.XLSX
BA315,Exposición docente,240605_01,240605_01_BA315_SC.XLSX,240605_01_BA5D_JIN.XLSX
BA306,Dibujo/pintura,240605_02,240605_02_BA306_SC.XLSX,240605_02_BA5D_JIN.XLSX
BA307,Dibujo/pintura,240605_02,240605_02_BA307_JF.XLSX,240605_02_BA5D_JIN.XLSX
BA308,Dibujo/pintura,240605_03,240605_03_BA308_SC.XLSX,240605_03_BA3D_JIN.XLSX
BA302,Exposición docente,240605_04,240605_04_BA302_JF.XLSX,240605_04_BA3D_JIN.XLSX
BA304,Exposición docente,240605_04,240605_04_BA304_SC.XLSX,240605_04_BA3D_JIN.XLSX
BA309,Exposición docente,240605_05,240605_05_BA309_JF.XLSX,240605_05_BA5D_JIN.XLSX
BA311,Exposición docente,240605_05,240605_05_BA311_SC.XLSX,240605_05_BA5D_JIN.XLSX
BA312,Exposición docente,240605_06,240605_06_BA312_SC.XLSX,240605_06_BA3D_JIN.XLSX
BA313,Exposición docente,240605_06,240605_06_BA313_JF.XLSX,240605_06_BA3D_JIN.XLSX
BA316,Exposición docente,240605_07,240605_07_BA316_SC.XLSX,240605_07_BA3D_JIN.XLSX
BC105,Exposición docente,240606_01,240606_01_BC105_JF.XLSX,240606_01_BC1D_JIN.XLSX
BC106,Exposición docente,240606_01,240606_01_BC106_LL.XLSX,240606_01_BC1D_JIN.XLSX
BC102,Exposición docente,240606_02,240606_02_BC102_JF.XLSX,240606_02_BC1D_JIN.XLSX
BC103,Exposición docente,240606_02,240606_02_BC103_LL.XLSX,240606_02_BC1D_JIN.XLSX
BC112,Exposición docente,240606_03,240606_03_BC112_LL.XLSX,240606_03_BC1D_JIN.XLSX
BC115,Exposición docente,240606_03,240606_03_BC115_JF.XLSX,240606_03_BC1D_JIN.XLSX
BC101,Lectoescritura,240606_04,240606_04_BC101_LL.XLSX,240606_04_BC1D_JIN.XLSX
BC109,Lectoescritura,240606_04,240606_04_BC109_JF.XLSX,240606_04_BC1D_JIN.XLSX
BC102,Lectoescritura,240606_05,240606_05_BC102_JF.XLSX,240606_05_BC1D_JIN.XLSX
BC105,Lectoescritura,240606_05,240606_05_BC105_LL.XLSX,240606_05_BC1D_JIN.XLSX
BC104,Lectoescritura,240606_06,240606_06_BC104_LL.XLSX,240606_06_BC1D_JIN.XLSX
BC106,Lectoescritura,240606_06,240606_06_BC106_JF.XLSX,240606_06_BC1D_JIN.XLSX
BC110,Juego libre,240606_07,240606_07_BC110_LL.XLSX,240606_07_BC1D_JIN.XLSX
BC112,Juego libre,240606_07,240606_07_BC112_JF.XLSX,240606_07_BC1D_JIN.XLSX
BC103,Juego libre,240606_08,240606_08_BC103_LL.XLSX,240606_08_BC1D_JIN.XLSX
BC105,Juego libre,240606_08,240606_08_BC105_JF.XLSX,240606_08_BC1D_JIN.XLSX
BC105,Juego libre,240606_09,240606_09_BC105_JF.XLSX,240606_09_BC1D_JIN.XLSX
BC106,Juego libre,240606_09,240606_09_BC106_LL.XLSX,240606_09_BC1D_JIN.XLSX
BC102,Juego libre,240606_10,240606_10_BC102_JF.XLSX,240606_10_BC1D_JIN.XLSX
BC111,Juego libre,240606_10,240606_10_BC111_LL.XLSX,240606_10_BC1D_JIN.XLSX
BB209,Exposición docente,240607_01,240607_01_BB209_SC.XLSX,240607_01_BBXD_JIN.XLSX
BB206,Exposición docente,240607_02,240607_02_BB206_SC.XLSX,240607_02_BBXD_JIN.XLSX
BB212,Exposición docente,240607_03,240607_03_BB212_SC.XLSX,240607_03_BBXD_JIN.XLSX
BB213,Exposición docente,240607_04,240607_04_BB213_SC.XLSX,240607_04_BBXD_JIN.XLSX
BB219,Exposición docente,240607_05,240607_05_BB219_SC.XLSX,240607_05_BBXD_JIN.XLSX
BB208,Juego libre,240607_06,240607_06_BB208_SZ.XLSX,240607_06_BBXD_JIN.XLSX
BB211,Juego libre,240607_06,240607_06_BB211_SC.XLSX,240607_06_BBXD_JIN.XLSX
BB201,Juego libre,240607_07,240607_07_BB201_SC.XLSX,240607_07_BBXD_JIN.XLSX
BB215,Juego libre,240607_07,240607_07_BB215_SZ.XLSX,240607_07_BBXD_JIN.XLSX
BB210,Exposición docente,240607_08,240607_08_BB210_SZ.XLSX,240607_08_BBXD_JIN.XLSX
BB214,Exposición docente,240607_08,240607_08_BB214_SC.XLSX,240607_08_BBXD_JIN.XLSX
BB203,Juego libre,240607_09,240607_09_BB203_SZ.XLSX,240607_09_BBXD_JIN.XLSX
BB220,Exposición docente,240607_09,240607_09_BB220_SC.XLSX,240607_09_BBXD_JIN.XLSX
AA307,Exposición docente,240610_01,240610_01_AA307_PVM.XLSX,240610_01_AA1D_JIN.XLSX
AA308,Exposición docente,240610_01,240610_01_AA308_AB.XLSX,240610_01_AA1D_JIN.XLSX
AA309,Exposición docente,240610_01,240610_01_AA309_LM.XLSX,240610_01_AA1D_JIN.XLSX
AA301,Lectoescritura,240610_02,240610_02_AA301_LM.XLSX,240610_02_AA1D_JIN.XLSX
AA302,Lectoescritura,240610_02,240610_02_AA302_PVM.XLSX,240610_02_AA1D_JIN.XLSX
AA306,Lectoescritura,240610_03,240610_03_AA306_LM.XLSX,240610_03_AA1D_JIN.XLSX
AA307,Lectoescritura,240610_03,240610_03_AA307_AB.XLSX,240610_03_AA1D_JIN.XLSX
AA308,Lectoescritura,240610_03,240610_03_AA308_PVM.XLSX,240610_03_AA1D_JIN.XLSX
AA301,Juego libre,240610_04,240610_04_AA301_AB.XLSX,240610_04_AA1D_JIN.XLSX
AA302,Lectoescritura,240610_04,240610_04_AA302_LM.XLSX,240610_04_AA1D_JIN.XLSX
AA309,Dibujo/pintura,240610_04,240610_04_AA309_PVM.XLSX,240610_04_AA1D_JIN.XLSX
AA306,Exposición docente,240610_05,240610_05_AA306_PVM.XLSX,240610_05_AA1D_JIN.XLSX
AA307,Exposición docente,240610_05,240610_05_AA307_AB.XLSX,240610_05_AA1D_JIN.XLSX
AA308,Exposición docente,240610_05,240610_05_AA308_LM.XLSX,240610_05_AA1D_JIN.XLSX
